Commodity,Category,Unit,State,District,Market,Date,Year,Month,Season,Arrival_Qty,Min_Price,Max_Price,Modal_Price
Maize,Grain,Quintal,West Bengal,Hooghly,Arambagh,3/26/2020,2020,3,Rabi,625.27,2493.05,2781.95,2637.48
Banana,Fruit,Dozen,Uttar Pradesh,Kanpur,Kanpur,9/19/2024,2024,9,Kharif,592.06,82.38,91.85,86.98
Mustard Oil,Oil,Litre,Punjab,Amritsar,Amritsar,10/3/2023,2023,10,Rabi,526.96,147.9,167.1,157.89
Brinjal,Vegetable,Kg,Karnataka,Belagavi,Belagavi,3/17/2022,2022,3,Rabi,192.22,40.45,43.83,42.38
Banana,Fruit,Dozen,Karnataka,Mysuru,Mysuru,5/7/2025,2025,5,Zaid,739.36,85.92,100.53,93.02
Wheat,Grain,Quintal,Karnataka,Mysuru,Mysuru,2/19/2023,2023,2,Rabi,726.55,2696.53,2761.14,2728.4
Tomato,Vegetable,Kg,Maharashtra,Pune,Pune,8/16/2020,2020,8,Kharif,510.98,62.5,69.87,66.35
Mustard,Oilseed,Quintal,Maharashtra,Nagpur,Nagpur,7/4/2021,2021,7,Kharif,745.93,5506.91,6173.41,5840.35
Mustard Oil,Oil,Litre,West Bengal,Hooghly,Arambagh,8/22/2023,2023,8,Kharif,321.71,167.02,175.83,171.14
Cotton,Fiber,Quintal,Karnataka,Mysuru,Mysuru,4/9/2023,2023,4,Zaid,638.84,7156.58,8027.48,7591.76
Wheat,Grain,Quintal,Karnataka,Belagavi,Belagavi,1/27/2023,2023,1,Rabi,144.16,2256.7,2484.02,2370.18
Mango,Fruit,Kg,West Bengal,Hooghly,Arambagh,8/14/2021,2021,8,Kharif,688.82,160.14,168.83,164.08
Cotton,Fiber,Quintal,Punjab,Amritsar,Amritsar,10/28/2020,2020,10,Rabi,529.78,4976.07,5430.64,5203.26
Potato,Vegetable,Kg,Punjab,Amritsar,Amritsar,7/16/2025,2025,7,Kharif,425.46,38.08,42.41,40.46
Wheat,Grain,Quintal,Gujarat,Ahmedabad,Ahmedabad,5/22/2025,2025,5,Zaid,502.92,2031.13,2131.03,2081.08
Mustard,Oilseed,Quintal,West Bengal,Hooghly,Arambagh,12/15/2025,2025,12,Rabi,330.18,5900.57,6458.94,6179.82
Wheat,Grain,Quintal,Uttar Pradesh,Varanasi,Varanasi,5/31/2020,2020,5,Zaid,515.09,1677.7,1779.07,1728.13
Wheat,Grain,Quintal,Maharashtra,Nagpur,Nagpur,8/26/2025,2025,8,Kharif,608.48,1668.73,1884.84,1777.02
Onion,Vegetable,Kg,Karnataka,Mysuru,Mysuru,4/28/2021,2021,4,Zaid,856.7,54.38,57.69,55.61
Rice,Grain,Quintal,Gujarat,Ahmedabad,Ahmedabad,11/29/2021,2021,11,Rabi,86.63,2795.18,3071.38,2932.97
Onion,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,5/31/2022,2022,5,Zaid,425.31,42.76,47.22,44.95
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,4/13/2021,2021,4,Zaid,822.22,7997.24,8569.03,8282.78
Potato,Vegetable,Kg,Punjab,Amritsar,Amritsar,9/6/2021,2021,9,Kharif,737.37,22.13,24.48,23.39
Maize,Grain,Quintal,Punjab,Amritsar,Amritsar,5/1/2024,2024,5,Zaid,643.82,2248.53,2427.57,2338.41
Cabbage,Vegetable,Kg,Karnataka,Belagavi,Belagavi,6/13/2024,2024,6,Kharif,380.6,27.99,30.12,28.67
Rice,Grain,Quintal,Maharashtra,Nagpur,Nagpur,10/14/2022,2022,10,Rabi,481.91,1986.39,2077.36,2031.72
Cotton,Fiber,Quintal,Punjab,Amritsar,Amritsar,4/22/2025,2025,4,Zaid,800.75,7791.25,8804.31,8297.55
Wheat,Grain,Quintal,Gujarat,Rajkot,Rajkot,11/24/2025,2025,11,Rabi,233.83,2405.89,2579.92,2493.34
Potato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,5/23/2025,2025,5,Zaid,324.29,9.69,11.11,10.62
Maize,Grain,Quintal,Gujarat,Ahmedabad,Ahmedabad,7/22/2020,2020,7,Kharif,258.48,2302.91,2430.83,2366.37
Mustard,Oilseed,Quintal,Karnataka,Mysuru,Mysuru,7/28/2025,2025,7,Kharif,152.55,4075.44,4665.42,4370.62
Wheat,Grain,Quintal,West Bengal,Hooghly,Arambagh,6/1/2025,2025,6,Kharif,173.66,2389,2668.01,2528.8
Cotton,Fiber,Quintal,Uttar Pradesh,Kanpur,Kanpur,4/27/2025,2025,4,Zaid,859.41,7046.31,7820.67,7433
Mustard Oil,Oil,Litre,Gujarat,Rajkot,Rajkot,10/10/2024,2024,10,Rabi,142.17,163.6,171.24,167.58
Mango,Fruit,Kg,Gujarat,Ahmedabad,Ahmedabad,8/11/2024,2024,8,Kharif,152.91,136.79,152.09,144.62
Cotton,Fiber,Quintal,Karnataka,Mysuru,Mysuru,2/9/2020,2020,2,Rabi,255.49,5864.23,6318.86,6091.52
Rice,Grain,Quintal,Gujarat,Rajkot,Rajkot,12/19/2020,2020,12,Rabi,835.15,2572.11,2794.14,2682.79
Mustard,Oilseed,Quintal,Uttar Pradesh,Kanpur,Kanpur,12/27/2025,2025,12,Rabi,772.16,5166.67,5542.56,5354.91
Banana,Fruit,Dozen,Maharashtra,Pune,Pune,2/18/2020,2020,2,Rabi,141.55,101.28,115.74,108.84
Mustard Oil,Oil,Litre,Punjab,Amritsar,Amritsar,5/21/2022,2022,5,Zaid,500.72,171.02,197.1,184.33
Cabbage,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,10/8/2023,2023,10,Rabi,636.11,31.61,34.04,32.44
Milk,Dairy,Litre,West Bengal,Purba Medinipur,Panskura,5/15/2024,2024,5,Zaid,280.68,56.9,60.39,58.43
Mustard Oil,Oil,Litre,Maharashtra,Nagpur,Nagpur,11/4/2022,2022,11,Rabi,261.22,197.18,219.06,208.41
Milk,Dairy,Litre,West Bengal,Nadia,Krishnanagar,3/13/2025,2025,3,Rabi,45.61,30.84,33.6,32.6
Banana,Fruit,Dozen,Karnataka,Belagavi,Belagavi,11/1/2024,2024,11,Rabi,476.3,41.35,45.93,43.95
Milk,Dairy,Litre,Maharashtra,Nashik,Lasalgaon,10/8/2025,2025,10,Rabi,325.44,62.86,67.89,65.01
Cotton,Fiber,Quintal,Uttar Pradesh,Kanpur,Kanpur,9/25/2025,2025,9,Kharif,935.17,7569.94,7745.41,7657.65
Mango,Fruit,Kg,West Bengal,Nadia,Krishnanagar,4/14/2023,2023,4,Zaid,229.1,143.86,156.04,149.62
Onion,Vegetable,Kg,Punjab,Amritsar,Amritsar,5/22/2022,2022,5,Zaid,558.1,37.38,40.01,38.57
Wheat,Grain,Quintal,West Bengal,Hooghly,Arambagh,9/28/2025,2025,9,Kharif,858.42,2626.85,2936.31,2781.09
Milk,Dairy,Litre,Maharashtra,Nashik,Lasalgaon,9/28/2022,2022,9,Kharif,570.75,52.52,54.55,53.97
Mustard,Oilseed,Quintal,Karnataka,Mysuru,Mysuru,5/7/2021,2021,5,Zaid,755.28,5728.51,6031.09,5879.59
Maize,Grain,Quintal,Maharashtra,Nagpur,Nagpur,5/10/2021,2021,5,Zaid,707.43,2337.97,2625.21,2482.02
Potato,Vegetable,Kg,Uttar Pradesh,Kanpur,Kanpur,1/2/2021,2021,1,Rabi,770.18,21.97,24.65,23.29
Wheat,Grain,Quintal,Punjab,Ludhiana,Ludhiana,1/15/2025,2025,1,Rabi,898.42,1743.31,1927.67,1835.05
Mustard,Oilseed,Quintal,West Bengal,Purba Medinipur,Panskura,9/1/2025,2025,9,Kharif,685.42,4475.9,5016.98,4746.07
Cabbage,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,5/9/2022,2022,5,Zaid,743.11,11,12.47,11.65
Cabbage,Vegetable,Kg,Uttar Pradesh,Kanpur,Kanpur,3/16/2020,2020,3,Rabi,436.17,12.16,13.34,12.33
Maize,Grain,Quintal,Uttar Pradesh,Kanpur,Kanpur,8/1/2024,2024,8,Kharif,944.92,1699.78,1885.06,1792.34
Mango,Fruit,Kg,West Bengal,Purba Medinipur,Panskura,5/2/2020,2020,5,Zaid,167.82,40.06,46.44,43.25
Milk,Dairy,Litre,Gujarat,Rajkot,Rajkot,4/25/2024,2024,4,Zaid,433.73,29.83,33.49,31.31
Tomato,Vegetable,Kg,Karnataka,Mysuru,Mysuru,2/9/2021,2021,2,Rabi,371.9,30.96,35.11,33.36
Milk,Dairy,Litre,Karnataka,Mysuru,Mysuru,6/11/2024,2024,6,Kharif,310.28,40.57,43.89,42.42
Banana,Fruit,Dozen,Karnataka,Belagavi,Belagavi,8/23/2023,2023,8,Kharif,550.13,96.21,100.82,98.05
Rice,Grain,Quintal,Gujarat,Rajkot,Rajkot,4/9/2024,2024,4,Zaid,90.65,2468.47,2760.61,2614.18
Tomato,Vegetable,Kg,Karnataka,Mysuru,Mysuru,3/13/2023,2023,3,Rabi,427.8,17.09,19.32,18.55
Banana,Fruit,Dozen,Punjab,Amritsar,Amritsar,7/21/2025,2025,7,Kharif,774.27,42.1,47.09,44.72
Milk,Dairy,Litre,Gujarat,Ahmedabad,Ahmedabad,12/14/2023,2023,12,Rabi,278.57,30.2,35,32.98
Wheat,Grain,Quintal,Uttar Pradesh,Varanasi,Varanasi,8/27/2025,2025,8,Kharif,798.02,2155.77,2277.67,2217
Wheat,Grain,Quintal,West Bengal,Hooghly,Arambagh,9/13/2024,2024,9,Kharif,447.3,2648.08,2971.87,2809.79
Mustard Oil,Oil,Litre,Punjab,Ludhiana,Ludhiana,10/14/2025,2025,10,Rabi,938.96,131.73,138.86,134.86
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,5/9/2025,2025,5,Zaid,515.35,6047.02,6590.64,6319.08
Rice,Grain,Quintal,Uttar Pradesh,Kanpur,Kanpur,9/3/2021,2021,9,Kharif,812.17,2820.77,3001.51,2911.2
Rice,Grain,Quintal,Maharashtra,Pune,Pune,6/23/2024,2024,6,Kharif,535.05,2697.96,2889.35,2794.1
Cabbage,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,1/26/2025,2025,1,Rabi,406.04,10.45,12.08,11.18
Brinjal,Vegetable,Kg,Gujarat,Rajkot,Rajkot,7/7/2020,2020,7,Kharif,494.56,48.01,50.87,49.44
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,10/12/2020,2020,10,Rabi,116.37,26.6,29.25,27.85
Milk,Dairy,Litre,Punjab,Amritsar,Amritsar,11/28/2024,2024,11,Rabi,840.62,28.01,30.78,29.57
Banana,Fruit,Dozen,Gujarat,Rajkot,Rajkot,3/15/2021,2021,3,Rabi,228.65,25.73,28.84,27.09
Potato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,12/17/2024,2024,12,Rabi,207.79,18.77,20.4,19.73
Mustard Oil,Oil,Litre,Uttar Pradesh,Kanpur,Kanpur,9/24/2021,2021,9,Kharif,667.62,170.09,183.57,177.24
Cotton,Fiber,Quintal,West Bengal,Nadia,Krishnanagar,11/26/2022,2022,11,Rabi,642.47,8826.65,8951.18,8889.29
Cotton,Fiber,Quintal,Maharashtra,Pune,Pune,5/10/2023,2023,5,Zaid,170.07,6723.41,7369.73,7046.73
Brinjal,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,7/11/2022,2022,7,Kharif,655.82,35.2,36.88,36.08
Wheat,Grain,Quintal,Gujarat,Rajkot,Rajkot,9/28/2023,2023,9,Kharif,83.52,1872.52,2070.97,1971.95
Banana,Fruit,Dozen,Karnataka,Belagavi,Belagavi,11/29/2020,2020,11,Rabi,848,100.29,114.87,107.7
Rice,Grain,Quintal,Punjab,Ludhiana,Ludhiana,1/10/2023,2023,1,Rabi,783.23,2032.06,2178.86,2105.43
Potato,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,10/20/2024,2024,10,Rabi,797.23,28.99,30.5,29.67
Brinjal,Vegetable,Kg,Karnataka,Belagavi,Belagavi,8/28/2022,2022,8,Kharif,327.37,25.46,27.13,26.6
Maize,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,3/7/2020,2020,3,Rabi,110.98,1963.02,2104.09,2033.6
Rice,Grain,Quintal,Punjab,Ludhiana,Ludhiana,12/28/2025,2025,12,Rabi,712.54,3026.6,3070.76,3048.92
Rice,Grain,Quintal,West Bengal,Hooghly,Arambagh,3/4/2020,2020,3,Rabi,453.19,2085.29,2248.96,2166.96
Brinjal,Vegetable,Kg,Gujarat,Rajkot,Rajkot,12/1/2025,2025,12,Rabi,578.22,27.12,30.35,28.7
Cabbage,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,2/1/2020,2020,2,Rabi,114.06,11.71,12.79,12.2
Mustard,Oilseed,Quintal,Gujarat,Ahmedabad,Ahmedabad,4/21/2020,2020,4,Zaid,115.44,6817.84,7235.17,7026.23
Milk,Dairy,Litre,Karnataka,Belagavi,Belagavi,2/17/2022,2022,2,Rabi,787.85,38.09,42.06,40.07
Cotton,Fiber,Quintal,Punjab,Ludhiana,Ludhiana,6/26/2025,2025,6,Kharif,822.11,5607.29,6131.29,5869.65
Banana,Fruit,Dozen,Maharashtra,Pune,Pune,8/14/2024,2024,8,Kharif,556.27,77.52,86.58,81.74
Brinjal,Vegetable,Kg,Karnataka,Belagavi,Belagavi,9/4/2020,2020,9,Kharif,452.58,26.63,29.62,27.91
Tomato,Vegetable,Kg,Maharashtra,Nashik,Lasalgaon,3/1/2020,2020,3,Rabi,447.45,29.61,32.9,31.02
Rice,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,10/2/2020,2020,10,Rabi,354.4,1933.54,2242.93,2088.44
Banana,Fruit,Dozen,Karnataka,Mysuru,Mysuru,1/5/2020,2020,1,Rabi,801.59,52.66,58.53,55.99
Milk,Dairy,Litre,West Bengal,Hooghly,Arambagh,8/21/2024,2024,8,Kharif,111.66,39.84,42.85,41.84
Milk,Dairy,Litre,Gujarat,Ahmedabad,Ahmedabad,6/1/2021,2021,6,Kharif,192.07,33.85,36.7,35.12
Rice,Grain,Quintal,Punjab,Amritsar,Amritsar,7/19/2023,2023,7,Kharif,291.64,1818.93,2028.69,1924.14
Cotton,Fiber,Quintal,West Bengal,Nadia,Krishnanagar,3/7/2021,2021,3,Rabi,938.17,5475.45,5589.22,5532.73
Onion,Vegetable,Kg,Gujarat,Rajkot,Rajkot,1/10/2025,2025,1,Rabi,668.7,15.21,17.11,15.95
Milk,Dairy,Litre,Punjab,Ludhiana,Ludhiana,8/9/2025,2025,8,Kharif,857.34,35.76,38.1,37.16
Mustard Oil,Oil,Litre,Uttar Pradesh,Kanpur,Kanpur,4/20/2025,2025,4,Zaid,632.98,145.14,160.33,152.44
Tomato,Vegetable,Kg,Maharashtra,Pune,Pune,4/11/2024,2024,4,Zaid,86.95,19.8,21.69,20.55
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,3/1/2023,2023,3,Rabi,886.8,5136.01,5223.09,5179.46
Cotton,Fiber,Quintal,Gujarat,Ahmedabad,Ahmedabad,10/28/2025,2025,10,Rabi,864.66,7766.54,8197.4,7981.65
Wheat,Grain,Quintal,Gujarat,Ahmedabad,Ahmedabad,5/6/2022,2022,5,Zaid,790.16,2172.1,2198.27,2184.86
Tomato,Vegetable,Kg,Gujarat,Rajkot,Rajkot,4/13/2024,2024,4,Zaid,289.01,28.56,32.28,30.73
Cabbage,Vegetable,Kg,Punjab,Amritsar,Amritsar,11/12/2022,2022,11,Rabi,57.79,27.45,30.59,28.52
Mango,Fruit,Kg,Uttar Pradesh,Kanpur,Kanpur,6/25/2023,2023,6,Kharif,231.43,33.74,37.81,35.45
Mustard,Oilseed,Quintal,Uttar Pradesh,Varanasi,Varanasi,2/4/2025,2025,2,Rabi,777.94,4115.51,4418.6,4267.49
Potato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,1/12/2025,2025,1,Rabi,863.67,30.49,33.82,32.1
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,7/2/2025,2025,7,Kharif,32.31,25.82,27.22,27.01
Tomato,Vegetable,Kg,Karnataka,Belagavi,Belagavi,2/26/2025,2025,2,Rabi,254.59,32.04,34.91,33.59
Cotton,Fiber,Quintal,Punjab,Amritsar,Amritsar,1/7/2021,2021,1,Rabi,704.43,8714.77,9433.15,9074.2
Wheat,Grain,Quintal,Uttar Pradesh,Varanasi,Varanasi,11/3/2023,2023,11,Rabi,710.41,1904.01,2152.6,2028.72
Maize,Grain,Quintal,Punjab,Ludhiana,Ludhiana,1/25/2024,2024,1,Rabi,680.38,2547.47,2776.59,2661.54
Cabbage,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,3/1/2020,2020,3,Rabi,127.74,20.82,22.87,21.37
Milk,Dairy,Litre,Punjab,Ludhiana,Ludhiana,7/24/2020,2020,7,Kharif,68.13,68.58,75.37,71.55
Banana,Fruit,Dozen,Uttar Pradesh,Varanasi,Varanasi,4/20/2022,2022,4,Zaid,739.51,100.05,107.46,104.24
Cotton,Fiber,Quintal,Karnataka,Mysuru,Mysuru,3/7/2020,2020,3,Rabi,175.75,7156.24,7862.71,7509.16
Wheat,Grain,Quintal,Karnataka,Mysuru,Mysuru,12/28/2022,2022,12,Rabi,259.49,1920.51,1946.09,1933.51
Cotton,Fiber,Quintal,Uttar Pradesh,Kanpur,Kanpur,1/5/2025,2025,1,Rabi,29.89,6345.41,6848.72,6597.32
Banana,Fruit,Dozen,Punjab,Amritsar,Amritsar,9/26/2020,2020,9,Kharif,803,35.24,39.01,36.92
Cotton,Fiber,Quintal,Gujarat,Rajkot,Rajkot,6/14/2022,2022,6,Kharif,654.38,5713.62,6315.96,6014.52
Brinjal,Vegetable,Kg,Punjab,Amritsar,Amritsar,2/20/2021,2021,2,Rabi,427.36,15.57,17.82,16.21
Mango,Fruit,Kg,Uttar Pradesh,Kanpur,Kanpur,3/23/2024,2024,3,Rabi,428.44,71.01,74.48,72.96
Brinjal,Vegetable,Kg,Maharashtra,Nashik,Lasalgaon,4/3/2024,2024,4,Zaid,111.06,25.98,28.48,27.07
Milk,Dairy,Litre,Uttar Pradesh,Kanpur,Kanpur,7/1/2025,2025,7,Kharif,531.88,68.88,74.53,71.68
Wheat,Grain,Quintal,Karnataka,Belagavi,Belagavi,1/8/2024,2024,1,Rabi,842.02,2217.8,2341.83,2280.21
Mustard Oil,Oil,Litre,Maharashtra,Pune,Pune,2/14/2021,2021,2,Rabi,220.71,128.01,132.83,130.54
Mustard,Oilseed,Quintal,West Bengal,Hooghly,Arambagh,6/7/2022,2022,6,Kharif,549.22,4891.51,5225.82,5058.83
Milk,Dairy,Litre,Maharashtra,Pune,Pune,9/4/2025,2025,9,Kharif,408.26,40.31,44.22,42.47
Maize,Grain,Quintal,Punjab,Amritsar,Amritsar,11/21/2021,2021,11,Rabi,476.69,1790.05,1987.12,1888.47
Mango,Fruit,Kg,Uttar Pradesh,Kanpur,Kanpur,12/12/2022,2022,12,Rabi,143.12,42.62,47.16,45.08
Milk,Dairy,Litre,West Bengal,Purba Medinipur,Panskura,12/7/2022,2022,12,Rabi,653.71,32.45,35.76,33.72
Cabbage,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,12/15/2025,2025,12,Rabi,876.19,27.62,31.21,29.01
Mustard Oil,Oil,Litre,Karnataka,Mysuru,Mysuru,7/11/2025,2025,7,Kharif,370.32,190.94,208.13,199.14
Onion,Vegetable,Kg,Karnataka,Belagavi,Belagavi,9/9/2025,2025,9,Kharif,689.53,49.39,54.82,52.32
Cabbage,Vegetable,Kg,Karnataka,Belagavi,Belagavi,3/13/2025,2025,3,Rabi,585.28,28.63,30.41,29.66
Cabbage,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,12/1/2025,2025,12,Rabi,270.68,11.08,12.64,11.9
Mango,Fruit,Kg,Uttar Pradesh,Varanasi,Varanasi,7/28/2024,2024,7,Kharif,477.02,127.85,143.21,135.38
Mustard,Oilseed,Quintal,Punjab,Amritsar,Amritsar,2/15/2021,2021,2,Rabi,196.29,5594.37,6044.61,5819.67
Mustard Oil,Oil,Litre,Uttar Pradesh,Varanasi,Varanasi,6/29/2024,2024,6,Kharif,805.61,155.71,168.36,162.05
Wheat,Grain,Quintal,Maharashtra,Nashik,Lasalgaon,5/14/2024,2024,5,Zaid,878.5,2188.9,2360.16,2274.5
Wheat,Grain,Quintal,West Bengal,Hooghly,Arambagh,12/25/2025,2025,12,Rabi,256.84,1857.54,2045.55,1951.68
Mustard,Oilseed,Quintal,Gujarat,Ahmedabad,Ahmedabad,2/22/2020,2020,2,Rabi,55.57,5964.29,6686.02,6325.1
Potato,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,9/28/2024,2024,9,Kharif,873.08,10.73,12.08,10.96
Cabbage,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,8/31/2024,2024,8,Kharif,860.75,28.98,31.88,30.75
Maize,Grain,Quintal,Maharashtra,Nagpur,Nagpur,3/31/2020,2020,3,Rabi,394.15,1619.5,1762.5,1690.63
Cabbage,Vegetable,Kg,Gujarat,Rajkot,Rajkot,2/6/2023,2023,2,Rabi,95.85,13.82,15.2,14.72
Milk,Dairy,Litre,Maharashtra,Pune,Pune,10/30/2025,2025,10,Rabi,577.16,50.31,57.04,53.87
Potato,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,7/29/2024,2024,7,Kharif,648.47,28.33,31.34,30.25
Banana,Fruit,Dozen,Gujarat,Ahmedabad,Ahmedabad,3/20/2023,2023,3,Rabi,812.95,113.9,120.74,117.08
Mustard Oil,Oil,Litre,Maharashtra,Nagpur,Nagpur,5/25/2020,2020,5,Zaid,731.63,123.39,142.65,132.61
Mustard Oil,Oil,Litre,Uttar Pradesh,Kanpur,Kanpur,3/14/2024,2024,3,Rabi,352.98,211.57,237.77,224.98
Banana,Fruit,Dozen,Uttar Pradesh,Varanasi,Varanasi,9/21/2023,2023,9,Kharif,573.96,99.43,115.49,107.17
Onion,Vegetable,Kg,Gujarat,Rajkot,Rajkot,9/28/2024,2024,9,Kharif,642.08,48.68,53.37,50.63
Cotton,Fiber,Quintal,Maharashtra,Nashik,Lasalgaon,4/18/2024,2024,4,Zaid,415.35,8096.14,9175.43,8635.52
Mustard Oil,Oil,Litre,Gujarat,Rajkot,Rajkot,4/25/2024,2024,4,Zaid,205.29,155.47,171.4,163.18
Tomato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,12/18/2023,2023,12,Rabi,232.92,10.53,11.75,11.58
Mango,Fruit,Kg,Punjab,Ludhiana,Ludhiana,8/28/2025,2025,8,Kharif,109.1,112.87,123.17,117.79
Tomato,Vegetable,Kg,Karnataka,Belagavi,Belagavi,7/10/2022,2022,7,Kharif,930.68,19.61,21.12,19.96
Rice,Grain,Quintal,Maharashtra,Pune,Pune,10/19/2024,2024,10,Rabi,736.65,2685.33,2933.3,2809.15
Milk,Dairy,Litre,Uttar Pradesh,Varanasi,Varanasi,7/30/2024,2024,7,Kharif,669.58,58.78,64.36,61.1
Cotton,Fiber,Quintal,West Bengal,Nadia,Krishnanagar,10/3/2022,2022,10,Rabi,582.69,5246.56,5605.2,5425.69
Mango,Fruit,Kg,Punjab,Ludhiana,Ludhiana,3/9/2023,2023,3,Rabi,561.18,126.25,138.43,132.49
Cotton,Fiber,Quintal,Punjab,Ludhiana,Ludhiana,1/28/2022,2022,1,Rabi,763.41,6245.38,6759.58,6502.32
Potato,Vegetable,Kg,Punjab,Amritsar,Amritsar,7/9/2024,2024,7,Kharif,358.26,30.17,32.57,31.19
Brinjal,Vegetable,Kg,Maharashtra,Pune,Pune,6/11/2021,2021,6,Kharif,647.16,46.51,49.71,47.84
Banana,Fruit,Dozen,Karnataka,Mysuru,Mysuru,10/13/2024,2024,10,Rabi,648.24,108.5,113.24,110.81
Brinjal,Vegetable,Kg,Karnataka,Belagavi,Belagavi,6/16/2023,2023,6,Kharif,213.09,46.5,51.74,49.22
Mustard,Oilseed,Quintal,Gujarat,Rajkot,Rajkot,10/21/2023,2023,10,Rabi,554.85,4801.42,5302.09,5052.1
Wheat,Grain,Quintal,West Bengal,Nadia,Krishnanagar,5/21/2022,2022,5,Zaid,64.11,2589.29,2946.56,2767.53
Wheat,Grain,Quintal,Karnataka,Belagavi,Belagavi,9/2/2020,2020,9,Kharif,427.53,1693.5,1832.86,1763.05
Milk,Dairy,Litre,Maharashtra,Pune,Pune,9/18/2020,2020,9,Kharif,744.03,62.84,66.94,64.84
Cabbage,Vegetable,Kg,West Bengal,Hooghly,Arambagh,6/17/2023,2023,6,Kharif,680.4,26.58,29.15,28.03
Maize,Grain,Quintal,Karnataka,Belagavi,Belagavi,1/5/2021,2021,1,Rabi,255.05,2354.44,2490.03,2422.27
Mustard,Oilseed,Quintal,Punjab,Ludhiana,Ludhiana,12/17/2021,2021,12,Rabi,130.79,6013.83,6517.13,6265.53
Mango,Fruit,Kg,Punjab,Ludhiana,Ludhiana,6/26/2022,2022,6,Kharif,289.6,140.85,154.71,148.27
Wheat,Grain,Quintal,Maharashtra,Nagpur,Nagpur,11/14/2024,2024,11,Rabi,282.86,1691.37,1814.75,1752.94
Milk,Dairy,Litre,Uttar Pradesh,Varanasi,Varanasi,1/7/2025,2025,1,Rabi,684.32,52.36,57.66,54.65
Milk,Dairy,Litre,Gujarat,Rajkot,Rajkot,6/21/2022,2022,6,Kharif,778.13,48.56,51.85,49.96
Rice,Grain,Quintal,Maharashtra,Nashik,Lasalgaon,3/28/2025,2025,3,Rabi,381.11,2865.27,3040.99,2953.42
Cotton,Fiber,Quintal,Uttar Pradesh,Varanasi,Varanasi,12/29/2022,2022,12,Rabi,826.11,7946.38,8754.53,8350.87
Cotton,Fiber,Quintal,Gujarat,Ahmedabad,Ahmedabad,2/10/2022,2022,2,Rabi,183.85,5056.76,5485.72,5271.07
Mustard Oil,Oil,Litre,Uttar Pradesh,Kanpur,Kanpur,2/22/2020,2020,2,Rabi,914.16,188.45,209.33,198.71
Mustard,Oilseed,Quintal,Punjab,Ludhiana,Ludhiana,8/18/2023,2023,8,Kharif,509.21,4298.1,4390.85,4344.43
Potato,Vegetable,Kg,Punjab,Amritsar,Amritsar,4/8/2023,2023,4,Zaid,187.46,34.7,36.02,34.92
Potato,Vegetable,Kg,Maharashtra,Nagpur,Nagpur,2/21/2025,2025,2,Rabi,355.26,11.73,13.1,12.08
Mustard Oil,Oil,Litre,Gujarat,Rajkot,Rajkot,5/11/2020,2020,5,Zaid,436.55,148.28,166.69,157.05
Milk,Dairy,Litre,Punjab,Ludhiana,Ludhiana,6/15/2023,2023,6,Kharif,332.71,56.29,63.74,59.88
Brinjal,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,2/23/2022,2022,2,Rabi,553.83,26.88,30.08,28.33
Mustard Oil,Oil,Litre,Karnataka,Mysuru,Mysuru,12/24/2021,2021,12,Rabi,808.82,195.11,214.28,204.99
Tomato,Vegetable,Kg,Karnataka,Mysuru,Mysuru,5/29/2024,2024,5,Zaid,485.72,39.75,43.42,41.13
Mustard,Oilseed,Quintal,West Bengal,Hooghly,Arambagh,3/31/2021,2021,3,Rabi,917.54,4909.67,5186.3,5048.14
Rice,Grain,Quintal,Karnataka,Mysuru,Mysuru,2/20/2021,2021,2,Rabi,935.68,1991.27,2290.93,2141.07
Mustard,Oilseed,Quintal,Punjab,Amritsar,Amritsar,1/14/2020,2020,1,Rabi,179.52,6842.95,7527.33,7185.34
Wheat,Grain,Quintal,Karnataka,Belagavi,Belagavi,9/9/2023,2023,9,Kharif,261.19,1969.3,2113.61,2041.37
Cabbage,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,1/15/2020,2020,1,Rabi,758.06,30.95,35.21,33.25
