Commodity,Category,Unit,State,District,Market,Date,Year,Month,Season,Arrival_Qty,Min_Price,Max_Price,Modal_Price,Day,Week,Quarter,DayOfWeek
Tomato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2020-10-29,2020,10,Rabi,911.64,27.49,32.12,29.86,29,44,4,3
Potato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2024-01-06,2024,1,Rabi,54.47,12.89,14.08,13.97,6,1,1,5
Mango,Fruit,Kg,West Bengal,Hooghly,Arambagh,2022-07-08,2022,7,Kharif,436.61,88.76,99.38,93.78,8,27,3,4
Mustard,Oilseed,Quintal,West Bengal,Purba Medinipur,Panskura,2023-03-02,2023,3,Rabi,202.53,5864.99,6158.52,6012.01,2,9,1,3
Wheat,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2025-05-04,2025,5,Zaid,41.21,2181.55,2378.47,2280.38,4,18,2,6
Cotton,Fiber,Quintal,West Bengal,Nadia,Krishnanagar,2020-11-28,2020,11,Rabi,224.81,5138.25,5564.44,5351.69,28,48,4,5
Banana,Fruit,Dozen,West Bengal,Nadia,Krishnanagar,2021-04-04,2021,4,Zaid,154.65,27.87,30.65,29.6,4,13,2,6
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,2021-08-03,2021,8,Kharif,775.22,7662.92,8438.38,8050.37,3,31,3,1
Rice,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2024-05-20,2024,5,Zaid,373.29,2747.12,3171.12,2958.7,20,21,2,0
Onion,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2025-07-18,2025,7,Kharif,180.45,56.26,58.75,57.28,18,29,3,4
Brinjal,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2020-03-23,2020,3,Rabi,519.86,19.34,21.8,20.45,23,13,1,0
Banana,Fruit,Dozen,West Bengal,Purba Medinipur,Panskura,2022-07-10,2022,7,Kharif,846.84,63.09,68.25,65.44,10,27,3,6
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2022-12-17,2022,12,Rabi,931.41,53.19,55.67,54.32,17,50,4,5
Milk,Dairy,Litre,West Bengal,Nadia,Krishnanagar,2021-04-21,2021,4,Zaid,666.94,41.74,43.63,42.6,21,16,2,2
Rice,Grain,Quintal,West Bengal,Hooghly,Arambagh,2024-03-31,2024,3,Rabi,478.28,1992.0,2025.07,2008.58,31,13,1,6
Tomato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2022-09-11,2022,9,Kharif,122.43,43.24,47.26,44.9,11,36,3,6
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,2020-08-06,2020,8,Kharif,782.3,8613.91,9352.63,8983.15,6,32,3,3
Milk,Dairy,Litre,West Bengal,Purba Medinipur,Panskura,2024-08-02,2024,8,Kharif,628.83,38.36,42.26,40.14,2,31,3,4
Cotton,Fiber,Quintal,West Bengal,Nadia,Krishnanagar,2023-07-28,2023,7,Kharif,547.81,7416.52,7753.93,7585.01,28,30,3,4
Mustard,Oilseed,Quintal,West Bengal,Hooghly,Arambagh,2025-07-08,2025,7,Kharif,342.77,6712.15,6782.73,6747.66,8,28,3,1
Banana,Fruit,Dozen,West Bengal,Hooghly,Arambagh,2025-03-27,2025,3,Rabi,192.31,56.46,59.94,57.87,27,13,1,3
Mango,Fruit,Kg,West Bengal,Purba Medinipur,Panskura,2023-06-21,2023,6,Kharif,267.42,103.63,110.39,106.78,21,25,2,2
Mustard,Oilseed,Quintal,West Bengal,Purba Medinipur,Panskura,2024-09-16,2024,9,Kharif,61.54,6884.04,7454.44,7169.34,16,38,3,0
Wheat,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2023-11-15,2023,11,Rabi,112.96,2735.03,2878.13,2806.71,15,46,4,2
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2021-08-23,2021,8,Kharif,315.31,12.69,14.14,13.81,23,34,3,0
Tomato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2025-04-20,2025,4,Zaid,354.74,14.55,16.6,15.43,20,16,2,6
Banana,Fruit,Dozen,West Bengal,Purba Medinipur,Panskura,2021-05-26,2021,5,Zaid,576.26,71.46,80.49,75.88,26,21,2,2
Maize,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2023-08-23,2023,8,Kharif,213.49,2571.86,2754.61,2663.25,23,34,3,2
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,2022-02-10,2022,2,Rabi,265.38,4372.12,4893.26,4632.27,10,6,1,3
Onion,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2024-09-10,2024,9,Kharif,573.4,19.94,21.6,20.66,10,37,3,1
Tomato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2021-05-17,2021,5,Zaid,127.03,15.31,17.45,16.04,17,20,2,0
Milk,Dairy,Litre,West Bengal,Nadia,Krishnanagar,2020-08-04,2020,8,Kharif,849.09,33.87,37.77,35.65,4,32,3,1
Wheat,Grain,Quintal,West Bengal,Hooghly,Arambagh,2023-05-26,2023,5,Zaid,338.74,1789.08,1908.96,1849.08,26,21,2,4
Wheat,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2021-04-04,2021,4,Zaid,116.9,2327.78,2435.29,2381.9,4,13,2,6
Milk,Dairy,Litre,West Bengal,Hooghly,Arambagh,2023-05-05,2023,5,Zaid,461.45,39.68,43.4,41.74,5,18,2,4
Cotton,Fiber,Quintal,West Bengal,Nadia,Krishnanagar,2020-01-22,2020,1,Rabi,228.29,6427.98,6928.22,6677.63,22,4,1,2
Banana,Fruit,Dozen,West Bengal,Purba Medinipur,Panskura,2022-09-21,2022,9,Kharif,174.14,25.8,28.47,27.5,21,38,3,2
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2020-05-12,2020,5,Zaid,857.34,26.84,30.73,29.28,12,20,2,1
Onion,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2022-08-04,2022,8,Kharif,693.99,44.4,45.67,45.41,4,31,3,3
Wheat,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2023-08-19,2023,8,Kharif,61.29,1651.05,1790.27,1721.01,19,33,3,5
Brinjal,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2024-12-29,2024,12,Rabi,313.62,41.13,46.97,44.54,29,52,4,6
Potato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2021-05-27,2021,5,Zaid,619.27,20.67,22.25,21.34,27,21,2,3
Mango,Fruit,Kg,West Bengal,Nadia,Krishnanagar,2020-02-13,2020,2,Rabi,561.86,81.58,88.7,84.9,13,7,1,3
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,2020-02-04,2020,2,Rabi,435.82,6548.69,7575.26,7061.79,4,6,1,1
Mustard Oil,Oil,Litre,West Bengal,Purba Medinipur,Panskura,2021-02-03,2021,2,Rabi,280.57,153.54,171.19,162.32,3,5,1,2
Wheat,Grain,Quintal,West Bengal,Hooghly,Arambagh,2025-08-14,2025,8,Kharif,455.28,1799.6,2005.93,1902.63,14,33,3,3
Banana,Fruit,Dozen,West Bengal,Purba Medinipur,Panskura,2024-07-21,2024,7,Kharif,553.9,60.14,65.77,63.08,21,29,3,6
Rice,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2022-09-09,2022,9,Kharif,93.87,2495.13,2552.77,2523.79,9,36,3,4
Banana,Fruit,Dozen,West Bengal,Purba Medinipur,Panskura,2024-05-06,2024,5,Zaid,124.43,26.54,29.7,28.15,6,19,2,0
Mango,Fruit,Kg,West Bengal,Hooghly,Arambagh,2025-01-25,2025,1,Rabi,420.18,165.67,180.65,173.54,25,4,1,5
Wheat,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2025-01-28,2025,1,Rabi,782.96,2794.13,3059.83,2927.08,28,5,1,1
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2020-12-21,2020,12,Rabi,228.18,25.57,28.17,26.65,21,52,4,0
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2022-06-07,2022,6,Kharif,655.37,44.37,46.02,44.84,7,23,2,1
Cotton,Fiber,Quintal,West Bengal,Purba Medinipur,Panskura,2024-04-14,2024,4,Zaid,524.37,5393.48,5884.97,5638.84,14,15,2,6
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,2020-05-04,2020,5,Zaid,179.2,6104.73,6269.89,6186.83,4,19,2,0
Maize,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2024-09-18,2024,9,Kharif,261.01,2053.99,2211.55,2132.95,18,38,3,2
Mustard Oil,Oil,Litre,West Bengal,Purba Medinipur,Panskura,2021-04-05,2021,4,Zaid,664.7,152.96,172.12,162.86,5,14,2,0
Rice,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2025-02-17,2025,2,Rabi,94.47,1820.9,1930.98,1875.61,17,8,1,0
Onion,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2021-09-02,2021,9,Kharif,62.93,18.72,21.44,19.88,2,35,3,3
Rice,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2025-09-30,2025,9,Kharif,838.53,2362.89,2521.05,2441.59,30,40,3,1
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,2021-08-02,2021,8,Kharif,781.43,5094.78,5712.32,5403.4,2,31,3,0
Mango,Fruit,Kg,West Bengal,Hooghly,Arambagh,2022-05-15,2022,5,Zaid,419.89,144.72,155.76,149.97,15,19,2,6
Mustard,Oilseed,Quintal,West Bengal,Purba Medinipur,Panskura,2021-10-03,2021,10,Rabi,582.76,5612.52,6093.58,5852.68,3,39,4,6
Brinjal,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2021-06-15,2021,6,Kharif,739.78,17.48,19.42,18.09,15,24,2,1
Banana,Fruit,Dozen,West Bengal,Purba Medinipur,Panskura,2025-12-12,2025,12,Rabi,356.69,65.37,69.13,67.7,12,50,4,4
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2020-07-29,2020,7,Kharif,126.56,47.77,53.07,50.69,29,31,3,2
Mustard,Oilseed,Quintal,West Bengal,Purba Medinipur,Panskura,2024-06-18,2024,6,Kharif,143.91,4789.89,5043.01,4916.02,18,25,2,1
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,2023-03-03,2023,3,Rabi,471.35,6471.83,7128.33,6800.36,3,9,1,4
Mustard,Oilseed,Quintal,West Bengal,Hooghly,Arambagh,2020-04-27,2020,4,Zaid,201.57,4873.01,5451.47,5162.13,27,18,2,0
Wheat,Grain,Quintal,West Bengal,Hooghly,Arambagh,2024-04-10,2024,4,Zaid,147.31,2591.97,2677.73,2634.61,10,15,2,2
Mustard,Oilseed,Quintal,West Bengal,Hooghly,Arambagh,2022-04-04,2022,4,Zaid,834.64,4336.57,4946.11,4641.62,4,14,2,0
Potato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2022-07-27,2022,7,Kharif,781.29,37.94,41.86,40.24,27,30,3,2
Mustard,Oilseed,Quintal,West Bengal,Purba Medinipur,Panskura,2022-05-28,2022,5,Zaid,905.31,5543.38,6091.71,5817.29,28,21,2,5
Wheat,Grain,Quintal,West Bengal,Hooghly,Arambagh,2022-11-03,2022,11,Rabi,62.86,2396.52,2516.29,2456.0,3,44,4,3
Maize,Grain,Quintal,West Bengal,Hooghly,Arambagh,2020-09-02,2020,9,Kharif,497.24,2090.83,2374.89,2232.59,2,36,3,2
Rice,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2023-11-06,2023,11,Rabi,808.51,1831.56,2054.37,1942.99,6,45,4,0
Cabbage,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2024-09-10,2024,9,Kharif,691.01,25.16,28.43,26.49,10,37,3,1
Rice,Grain,Quintal,West Bengal,Hooghly,Arambagh,2024-04-08,2024,4,Zaid,627.25,2890.51,3219.53,3054.56,8,15,2,0
Potato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2022-06-24,2022,6,Kharif,819.61,34.5,38.24,36.23,24,25,2,4
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2021-06-05,2021,6,Kharif,856.43,24.13,27.91,26.1,5,22,2,5
Onion,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2023-06-21,2023,6,Kharif,895.72,32.3,36.06,34.43,21,25,2,2
Milk,Dairy,Litre,West Bengal,Nadia,Krishnanagar,2022-07-26,2022,7,Kharif,532.87,63.27,66.03,64.57,26,30,3,1
Maize,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2024-11-24,2024,11,Rabi,411.18,1596.73,1725.46,1661.16,24,47,4,6
Mango,Fruit,Kg,West Bengal,Nadia,Krishnanagar,2023-10-06,2023,10,Rabi,696.1,71.58,73.88,72.85,6,40,4,4
Mango,Fruit,Kg,West Bengal,Nadia,Krishnanagar,2025-03-22,2025,3,Rabi,905.84,46.68,49.56,48.22,22,12,1,5
Rice,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2024-01-17,2024,1,Rabi,381.42,2606.5,2716.45,2661.68,17,3,1,2
Mustard,Oilseed,Quintal,West Bengal,Hooghly,Arambagh,2021-01-11,2021,1,Rabi,471.97,7091.8,7590.56,7341.11,11,2,1,0
Maize,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2023-06-20,2023,6,Kharif,806.96,2009.35,2152.03,2081.19,20,25,2,1
Brinjal,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2022-05-31,2022,5,Zaid,622.69,41.66,44.35,43.17,31,22,2,1
Rice,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2024-09-04,2024,9,Kharif,274.16,2027.98,2307.57,2167.87,4,36,3,2
Milk,Dairy,Litre,West Bengal,Nadia,Krishnanagar,2020-06-22,2020,6,Kharif,675.54,64.95,72.58,69.09,22,26,2,0
Wheat,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2025-01-20,2025,1,Rabi,173.29,2506.31,2612.86,2560.05,20,4,1,0
Maize,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2023-11-09,2023,11,Rabi,317.23,1831.03,2058.47,1945.2,9,45,4,3
Cabbage,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2025-12-09,2025,12,Rabi,378.02,18.31,20.7,19.64,9,50,4,1
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,2021-07-26,2021,7,Kharif,832.62,5471.67,5888.28,5680.26,26,30,3,0
Cotton,Fiber,Quintal,West Bengal,Purba Medinipur,Panskura,2021-01-20,2021,1,Rabi,511.03,5938.22,6905.59,6421.69,20,3,1,2
Mustard Oil,Oil,Litre,West Bengal,Hooghly,Arambagh,2024-05-12,2024,5,Zaid,948.62,200.15,214.23,206.92,12,19,2,6
Mustard,Oilseed,Quintal,West Bengal,Hooghly,Arambagh,2022-01-06,2022,1,Rabi,74.19,5511.88,6125.1,5818.24,6,1,1,3
Brinjal,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2020-12-22,2020,12,Rabi,796.26,15.6,17.27,16.0,22,52,4,1
Wheat,Grain,Quintal,West Bengal,Hooghly,Arambagh,2024-11-16,2024,11,Rabi,46.36,2560.64,2682.35,2621.4,16,46,4,5
Onion,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2022-01-02,2022,1,Rabi,636.35,49.3,52.16,50.87,2,52,1,6
Banana,Fruit,Dozen,West Bengal,Nadia,Krishnanagar,2025-09-15,2025,9,Kharif,445.58,96.49,106.0,101.2,15,38,3,0
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2025-10-04,2025,10,Rabi,498.64,42.55,45.63,44.33,4,40,4,5
Maize,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2021-06-07,2021,6,Kharif,470.76,1901.09,1989.5,1945.54,7,23,2,0
Cotton,Fiber,Quintal,West Bengal,Purba Medinipur,Panskura,2025-12-20,2025,12,Rabi,93.17,7757.47,8014.62,7885.6,20,51,4,5
Banana,Fruit,Dozen,West Bengal,Purba Medinipur,Panskura,2022-03-03,2022,3,Rabi,115.03,89.78,96.47,93.28,3,9,1,3
Brinjal,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2024-09-24,2024,9,Kharif,864.06,17.12,19.33,18.62,24,39,3,1
Mustard,Oilseed,Quintal,West Bengal,Hooghly,Arambagh,2023-04-19,2023,4,Zaid,678.2,6091.65,6794.66,6443.45,19,16,2,2
Cabbage,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2024-05-29,2024,5,Zaid,267.7,30.74,33.66,31.74,29,22,2,2
Mustard Oil,Oil,Litre,West Bengal,Purba Medinipur,Panskura,2021-12-15,2021,12,Rabi,188.21,111.01,121.02,116.47,15,50,4,2
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2025-07-02,2025,7,Kharif,121.6,39.28,42.57,40.48,2,27,3,2
Banana,Fruit,Dozen,West Bengal,Hooghly,Arambagh,2020-05-21,2020,5,Zaid,657.11,51.35,56.9,54.19,21,21,2,3
Mango,Fruit,Kg,West Bengal,Nadia,Krishnanagar,2023-04-07,2023,4,Zaid,382.42,57.11,63.98,60.86,7,14,2,4
Cotton,Fiber,Quintal,West Bengal,Nadia,Krishnanagar,2025-04-09,2025,4,Zaid,584.56,5054.52,5882.41,5468.19,9,15,2,2
Tomato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2021-08-28,2021,8,Kharif,41.17,17.31,18.6,17.77,28,34,3,5
Cabbage,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2025-08-07,2025,8,Kharif,670.67,29.92,31.92,30.65,7,32,3,3
Onion,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2024-07-25,2024,7,Kharif,145.58,36.78,40.85,38.71,25,30,3,3
Cabbage,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2024-07-12,2024,7,Kharif,238.9,16.34,18.48,17.9,12,28,3,4
Brinjal,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2024-09-24,2024,9,Kharif,800.2,28.09,29.78,28.89,24,39,3,1
Mango,Fruit,Kg,West Bengal,Nadia,Krishnanagar,2024-12-17,2024,12,Rabi,50.62,54.96,56.79,56.37,17,51,4,1
Wheat,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2020-01-25,2020,1,Rabi,834.36,2052.13,2144.4,2098.39,25,4,1,5
Cotton,Fiber,Quintal,West Bengal,Purba Medinipur,Panskura,2024-02-07,2024,2,Rabi,713.54,6634.11,7150.81,6892.19,7,6,1,2
Cabbage,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2025-08-22,2025,8,Kharif,547.23,13.15,14.88,14.04,22,34,3,4
Wheat,Grain,Quintal,West Bengal,Hooghly,Arambagh,2021-09-02,2021,9,Kharif,247.85,1960.18,2053.62,2007.03,2,35,3,3
Rice,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2023-01-14,2023,1,Rabi,260.7,2166.74,2290.31,2228.93,14,2,1,5
Maize,Grain,Quintal,West Bengal,Hooghly,Arambagh,2021-08-23,2021,8,Kharif,252.73,2298.86,2523.63,2411.3,23,34,3,0
Banana,Fruit,Dozen,West Bengal,Purba Medinipur,Panskura,2020-03-02,2020,3,Rabi,119.36,36.14,40.17,38.5,2,10,1,0
Potato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2022-01-19,2022,1,Rabi,715.6,10.93,12.26,11.57,19,3,1,2
Banana,Fruit,Dozen,West Bengal,Nadia,Krishnanagar,2022-02-17,2022,2,Rabi,645.93,34.73,38.06,36.02,17,7,1,3
Brinjal,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2021-12-30,2021,12,Rabi,796.36,24.4,25.96,25.32,30,52,4,3
Banana,Fruit,Dozen,West Bengal,Nadia,Krishnanagar,2023-06-25,2023,6,Kharif,258.01,98.63,111.78,104.99,25,25,2,6
Mango,Fruit,Kg,West Bengal,Hooghly,Arambagh,2023-03-15,2023,3,Rabi,840.93,135.53,157.08,146.11,15,11,1,2
Mustard,Oilseed,Quintal,West Bengal,Purba Medinipur,Panskura,2024-05-04,2024,5,Zaid,482.53,6684.55,7101.11,6892.86,4,18,2,5
Cotton,Fiber,Quintal,West Bengal,Nadia,Krishnanagar,2022-03-03,2022,3,Rabi,915.41,5925.23,6667.05,6296.24,3,9,1,3
Brinjal,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2024-02-02,2024,2,Rabi,824.48,24.88,27.98,26.09,2,5,1,4
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,2022-03-07,2022,3,Rabi,860.77,7739.67,8412.23,8075.51,7,10,1,0
Brinjal,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2024-04-09,2024,4,Zaid,195.36,24.46,26.69,25.63,9,15,2,1
Rice,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2022-07-03,2022,7,Kharif,662.17,2892.17,3005.24,2948.65,3,26,3,6
Rice,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2025-07-02,2025,7,Kharif,235.2,2640.31,2725.56,2683.16,2,27,3,2
Mustard,Oilseed,Quintal,West Bengal,Purba Medinipur,Panskura,2020-12-14,2020,12,Rabi,741.13,5963.62,6613.8,6289.02,14,51,4,0
Milk,Dairy,Litre,West Bengal,Purba Medinipur,Panskura,2025-08-04,2025,8,Kharif,605.55,64.36,70.07,67.09,4,32,3,0
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,2020-04-16,2020,4,Zaid,785.26,5957.24,6156.23,6057.21,16,16,2,3
Mustard Oil,Oil,Litre,West Bengal,Nadia,Krishnanagar,2024-08-12,2024,8,Kharif,672.29,124.42,134.58,129.35,12,33,3,0
Milk,Dairy,Litre,West Bengal,Purba Medinipur,Panskura,2023-01-14,2023,1,Rabi,101.82,43.71,45.29,44.32,14,2,1,5
Maize,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2025-05-17,2025,5,Zaid,899.44,1467.11,1643.67,1555.62,17,20,2,5
Onion,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2023-06-01,2023,6,Kharif,39.47,54.35,59.09,56.61,1,22,2,3
Brinjal,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2025-11-20,2025,11,Rabi,648.96,40.8,43.94,42.39,20,47,4,3
Wheat,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2020-10-27,2020,10,Rabi,99.11,1596.14,1855.65,1725.58,27,44,4,1
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,2020-07-02,2020,7,Kharif,903.1,6095.15,6490.64,6293.09,2,27,3,3
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,2020-10-15,2020,10,Rabi,637.55,5974.49,6428.7,6201.56,15,42,4,3
Mustard,Oilseed,Quintal,West Bengal,Purba Medinipur,Panskura,2024-09-15,2024,9,Kharif,131.27,5641.04,6413.37,6027.17,15,37,3,6
Rice,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2022-05-20,2022,5,Zaid,315.7,2515.04,2652.92,2583.98,20,20,2,4
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,2024-10-10,2024,10,Rabi,157.02,5502.61,6335.8,5919.69,10,41,4,3
Mustard Oil,Oil,Litre,West Bengal,Nadia,Krishnanagar,2022-02-27,2022,2,Rabi,237.2,110.35,118.84,114.12,27,8,1,6
Rice,Grain,Quintal,West Bengal,Hooghly,Arambagh,2021-04-08,2021,4,Zaid,340.7,1757.46,1899.74,1828.15,8,14,2,3
Wheat,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2020-05-05,2020,5,Zaid,811.67,2367.28,2591.21,2479.14,5,19,2,1
Cotton,Fiber,Quintal,West Bengal,Purba Medinipur,Panskura,2020-09-12,2020,9,Kharif,775.58,7435.04,8361.27,7898.63,12,37,3,5
Milk,Dairy,Litre,West Bengal,Purba Medinipur,Panskura,2022-11-04,2022,11,Rabi,566.53,57.96,60.99,59.15,4,44,4,4
Mustard Oil,Oil,Litre,West Bengal,Hooghly,Arambagh,2022-09-13,2022,9,Kharif,323.35,198.05,228.85,213.6,13,37,3,1
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2020-02-05,2020,2,Rabi,256.16,22.51,25.17,24.15,5,6,1,2
Mustard Oil,Oil,Litre,West Bengal,Purba Medinipur,Panskura,2024-11-23,2024,11,Rabi,141.29,147.7,164.59,155.81,23,47,4,5
Mustard,Oilseed,Quintal,West Bengal,Hooghly,Arambagh,2025-05-24,2025,5,Zaid,307.5,4535.79,4989.14,4761.98,24,21,2,5
Potato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2025-11-28,2025,11,Rabi,246.86,22.8,25.31,24.48,28,48,4,4
Maize,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2024-06-04,2024,6,Kharif,44.95,2606.13,2765.81,2686.18,4,23,2,1
Cabbage,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2021-10-13,2021,10,Rabi,778.95,13.77,15.47,14.55,13,41,4,2
Brinjal,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2025-12-13,2025,12,Rabi,193.95,30.56,33.94,31.85,13,50,4,5
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,2020-06-01,2020,6,Kharif,536.37,7466.67,8063.47,7764.68,1,23,2,0
Banana,Fruit,Dozen,West Bengal,Nadia,Krishnanagar,2023-12-09,2023,12,Rabi,555.63,109.56,117.59,113.17,9,49,4,5
Banana,Fruit,Dozen,West Bengal,Purba Medinipur,Panskura,2022-06-27,2022,6,Kharif,490.72,70.26,73.77,71.77,27,26,2,0
Tomato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2020-12-15,2020,12,Rabi,581.57,37.5,41.63,39.3,15,51,4,1
Cotton,Fiber,Quintal,West Bengal,Purba Medinipur,Panskura,2020-04-08,2020,4,Zaid,75.35,8757.44,9505.41,9131.26,8,15,2,2
Banana,Fruit,Dozen,West Bengal,Nadia,Krishnanagar,2021-04-05,2021,4,Zaid,83.67,79.07,85.81,82.25,5,14,2,0
Potato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2022-02-22,2022,2,Rabi,139.59,37.84,41.19,39.64,22,8,1,1
Banana,Fruit,Dozen,West Bengal,Purba Medinipur,Panskura,2024-05-25,2024,5,Zaid,139.63,111.56,118.57,115.32,25,21,2,5
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,2021-04-01,2021,4,Zaid,80.42,4477.66,4604.45,4540.71,1,13,2,3
Banana,Fruit,Dozen,West Bengal,Purba Medinipur,Panskura,2025-06-20,2025,6,Kharif,935.67,58.72,64.28,61.44,20,25,2,4
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2020-02-21,2020,2,Rabi,545.13,22.44,24.4,23.51,21,8,1,4
Mustard Oil,Oil,Litre,West Bengal,Purba Medinipur,Panskura,2022-07-12,2022,7,Kharif,218.28,199.83,222.96,211.84,12,28,3,1
Milk,Dairy,Litre,West Bengal,Purba Medinipur,Panskura,2024-06-22,2024,6,Kharif,438.19,59.11,65.9,62.04,22,25,2,5
Banana,Fruit,Dozen,West Bengal,Hooghly,Arambagh,2022-07-22,2022,7,Kharif,63.96,28.47,32.97,30.7,22,29,3,4
Milk,Dairy,Litre,West Bengal,Nadia,Krishnanagar,2024-06-26,2024,6,Kharif,526.04,44.82,50.61,47.45,26,26,2,2
Rice,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2025-11-20,2025,11,Rabi,484.66,1951.69,2047.89,1999.74,20,47,4,3
Banana,Fruit,Dozen,West Bengal,Purba Medinipur,Panskura,2022-12-05,2022,12,Rabi,925.07,106.81,114.96,110.72,5,49,4,0
